StudentID,Age,Gender,MaritalStatus,HighSchoolGPA,EntranceScore,StudyProgram,YearOfStudy,Modeofstudy,PartTimeFullTime,Scholarship,FinancialAid,TuitionStatus,UniversityGPA,CourseFailures,AcademicProbation,ClubParticipation,LibraryUses,DistanceFromHome,EmploymentStatus,Churn
2849,27,M,Single,81.41,814.62,Engineering,1,Conventional,Full-time,False,True,Unpaid,1.9,1,False,Low,21,417,Self-employed,1
2850,19,F,Married,82.5,841.29,Engineering,4,Conventional,Full-time,True,False,Paid,2.34,3,False,High,65,184,Self-employed,1
2851,28,F,Divorced,88.01,812.78,Sciences,2,Block,Part-time,True,False,Unpaid,1.08,5,False,High,27,237,Unemployed,1
2852,26,F,Divorced,99.87,1295.31,Business,1,Conventional,Full-time,True,False,Unpaid,3.62,2,True,Low,87,848,Employed,1
2853,27,F,Married,61.35,1248.07,Arts,5,Conventional,Part-time,False,True,Paid,1.48,9,False,Medium,37,608,Self-employed,0
2854,22,M,Married,62.61,986.53,Engineering,5,Block,Full-time,False,True,Paid,3.96,9,True,Low,85,509,Employed,0
2855,24,M,Married,63.12,1317.31,Engineering,2,Conventional,Part-time,True,True,Paid,1.91,2,False,Medium,66,83,Self-employed,1
2856,28,M,Single,89.72,1507.37,Sciences,5,Block,Part-time,True,True,Paid,3.84,9,True,High,57,594,Employed,1
2857,28,M,Single,65.45,1021.86,Sciences,2,Block,Full-time,False,True,Unpaid,3.01,9,True,Low,36,796,Self-employed,0
2858,19,F,Divorced,84.9,1465.6,Engineering,5,Conventional,Full-time,False,False,Unpaid,2.72,0,True,Low,1,251,Self-employed,1
2859,26,M,Divorced,72.99,1330.01,Business,5,Conventional,Full-time,False,True,Unpaid,1.36,4,True,Medium,56,983,Unemployed,1
2860,26,F,Married,78.29,827.06,Sciences,4,Conventional,Full-time,True,True,Unpaid,1.31,5,True,Medium,86,442,Self-employed,0
2861,21,M,Divorced,68.63,1100.12,Engineering,1,Conventional,Full-time,False,False,Paid,1.8,3,False,High,76,314,Unemployed,0
2862,21,M,Divorced,94.64,1206.21,Business,5,Block,Part-time,False,False,Unpaid,2.07,8,True,Medium,78,609,Employed,0
2863,23,M,Married,83.45,1385.36,Sciences,1,Block,Full-time,False,False,Unpaid,2.85,5,False,Medium,96,969,Self-employed,0
2864,27,F,Single,97.78,1029.7,Business,1,Block,Part-time,True,True,Unpaid,1.5,2,True,Medium,44,306,Unemployed,0
2865,27,M,Single,82.98,1586.18,Engineering,5,Conventional,Full-time,False,True,Unpaid,3.08,6,False,Low,52,980,Self-employed,1
2866,27,F,Single,64.96,1347.63,Business,1,Block,Full-time,True,True,Paid,1.17,4,False,Medium,76,532,Unemployed,1
2867,23,F,Divorced,66.83,1098.25,Engineering,2,Conventional,Part-time,True,False,Paid,3.6,8,True,High,83,464,Unemployed,1
2868,29,M,Married,99.56,877.62,Sciences,3,Block,Part-time,False,False,Paid,3.63,4,True,Medium,6,896,Self-employed,1
2869,18,F,Single,89.02,945.09,Arts,2,Block,Part-time,False,True,Paid,3.69,6,False,Low,76,165,Self-employed,0
2870,26,M,Divorced,61.97,1190.09,Arts,5,Conventional,Part-time,False,True,Unpaid,2.27,5,True,Medium,38,80,Self-employed,1
2871,19,F,Married,88.15,1195.76,Engineering,2,Block,Full-time,True,False,Paid,1.39,9,False,Medium,67,587,Unemployed,0
2872,22,M,Single,76.49,1414.18,Arts,3,Conventional,Full-time,False,True,Unpaid,2.53,2,True,Medium,62,802,Self-employed,1
2873,26,F,Single,72.29,1380.94,Engineering,2,Block,Part-time,True,False,Unpaid,3.28,9,True,Medium,45,270,Unemployed,0
2874,21,F,Married,66.16,961.02,Arts,1,Block,Part-time,True,True,Paid,1.81,6,False,High,90,214,Unemployed,1
2875,28,M,Divorced,93.6,1275.97,Arts,5,Conventional,Part-time,False,False,Unpaid,3.0,3,True,High,95,788,Employed,1
2876,20,M,Divorced,62.55,816.5,Sciences,1,Block,Part-time,False,False,Paid,1.06,5,True,High,1,39,Employed,1
2877,24,M,Single,71.59,1118.84,Engineering,1,Block,Part-time,True,True,Paid,3.44,5,False,Medium,14,269,Self-employed,0
2878,23,M,Married,72.26,1411.28,Business,5,Block,Full-time,False,True,Paid,1.65,2,True,Medium,4,197,Self-employed,0
2879,25,F,Divorced,66.44,1119.61,Sciences,5,Conventional,Part-time,True,False,Unpaid,3.74,1,True,Medium,2,733,Self-employed,0
2880,20,F,Married,80.33,1468.48,Business,4,Conventional,Part-time,False,True,Unpaid,2.63,2,True,High,15,621,Employed,0
2881,22,F,Married,60.47,1580.92,Sciences,3,Conventional,Part-time,False,False,Paid,2.13,7,False,Medium,48,700,Employed,1
2882,27,F,Single,72.04,1285.77,Engineering,1,Conventional,Full-time,False,True,Unpaid,3.21,0,False,Medium,89,150,Unemployed,0
2883,21,M,Married,97.35,916.0,Business,1,Block,Part-time,False,True,Unpaid,1.94,2,True,High,5,554,Self-employed,0
2884,21,F,Married,72.42,1103.74,Sciences,5,Block,Full-time,False,False,Unpaid,3.15,5,True,Medium,34,710,Self-employed,0
2885,21,M,Married,74.42,807.59,Arts,5,Conventional,Part-time,False,True,Unpaid,1.94,6,False,High,37,411,Unemployed,0
2886,27,F,Divorced,78.93,1282.18,Business,2,Conventional,Part-time,False,True,Unpaid,3.54,9,True,Medium,83,635,Unemployed,1
2887,25,M,Single,82.47,1457.25,Sciences,1,Block,Part-time,False,False,Unpaid,3.94,3,False,High,85,528,Employed,0
2888,23,M,Single,92.35,1303.95,Sciences,1,Conventional,Part-time,True,True,Paid,2.97,7,False,High,63,957,Self-employed,1
2889,20,M,Married,67.61,1428.87,Business,5,Conventional,Full-time,False,True,Paid,2.61,7,False,Medium,84,463,Unemployed,1
2890,27,M,Married,94.87,1439.92,Arts,1,Conventional,Part-time,True,False,Unpaid,2.38,3,True,Medium,31,855,Employed,1
2891,22,M,Divorced,90.3,1480.81,Business,3,Conventional,Full-time,True,False,Paid,3.79,3,False,Medium,0,431,Employed,0
2892,23,F,Single,88.91,1013.33,Business,4,Block,Full-time,True,False,Paid,2.31,4,True,Low,47,699,Employed,0
2893,22,M,Divorced,63.47,1497.01,Business,5,Block,Part-time,False,True,Paid,3.43,2,True,High,22,533,Employed,0
2894,23,F,Single,60.87,1323.28,Sciences,5,Conventional,Part-time,False,False,Unpaid,1.01,5,True,High,17,384,Employed,0
2895,25,F,Divorced,83.76,1031.78,Arts,1,Conventional,Full-time,True,False,Unpaid,3.68,8,False,High,16,804,Self-employed,0
2896,24,M,Married,94.53,1589.84,Business,4,Block,Part-time,False,False,Paid,2.16,1,True,High,30,126,Self-employed,0
2897,22,F,Divorced,83.38,1560.15,Business,4,Block,Part-time,True,True,Unpaid,1.84,2,False,Low,92,618,Employed,1
2898,27,F,Married,68.53,1259.55,Business,5,Conventional,Full-time,False,True,Paid,1.45,9,True,High,53,777,Self-employed,1
2899,23,F,Single,63.62,1474.57,Business,5,Block,Part-time,True,True,Unpaid,1.21,0,False,Low,76,780,Employed,1
2900,21,M,Single,87.98,1009.2,Business,5,Block,Full-time,False,True,Unpaid,3.65,5,False,High,59,427,Employed,1
2901,29,M,Married,88.87,1132.83,Business,3,Block,Full-time,True,False,Paid,2.0,2,True,Low,65,790,Self-employed,1
2902,26,M,Single,66.9,947.18,Arts,1,Block,Part-time,True,False,Paid,3.92,0,True,High,72,727,Unemployed,0
2903,21,M,Divorced,61.13,1216.08,Arts,3,Block,Full-time,True,False,Paid,2.26,6,True,Low,95,808,Employed,1
2904,18,F,Married,76.33,1196.8,Arts,5,Block,Part-time,False,True,Unpaid,3.84,5,False,High,85,817,Self-employed,1
2905,24,F,Single,83.31,970.25,Engineering,4,Conventional,Full-time,True,False,Unpaid,2.97,9,False,Low,17,751,Employed,0
2906,24,F,Divorced,88.24,1338.24,Engineering,1,Block,Full-time,True,True,Paid,1.46,9,True,Low,17,928,Unemployed,0
2907,21,F,Divorced,92.4,894.23,Sciences,1,Block,Part-time,False,False,Paid,1.92,6,True,Medium,82,483,Employed,0
2908,20,F,Single,84.42,849.35,Arts,5,Conventional,Part-time,False,True,Paid,3.82,6,False,High,62,104,Employed,0
2909,25,F,Single,64.44,1107.92,Arts,5,Conventional,Full-time,False,True,Paid,2.29,1,False,Medium,30,844,Employed,0
2910,22,M,Divorced,87.3,1127.86,Arts,5,Conventional,Full-time,True,False,Paid,1.17,3,False,Low,28,571,Employed,0
2911,27,F,Married,99.37,1055.79,Business,5,Conventional,Part-time,True,False,Paid,2.02,4,True,Medium,87,523,Self-employed,0
2912,24,F,Single,96.22,1006.36,Business,5,Conventional,Full-time,False,True,Paid,3.63,8,False,Medium,96,830,Unemployed,0
2913,21,F,Single,94.87,1071.02,Sciences,5,Conventional,Full-time,False,True,Unpaid,3.99,7,False,Low,82,88,Unemployed,1
2914,21,M,Married,72.09,930.7,Arts,1,Conventional,Part-time,False,False,Unpaid,1.09,7,True,Medium,79,90,Self-employed,1
2915,25,F,Married,90.03,1122.76,Business,3,Conventional,Part-time,True,False,Unpaid,2.41,8,True,Medium,50,280,Self-employed,1
2916,25,F,Single,94.04,1523.68,Arts,4,Conventional,Full-time,False,True,Unpaid,1.74,6,True,Medium,31,574,Unemployed,0
2917,19,M,Married,87.13,979.54,Arts,5,Block,Part-time,True,False,Unpaid,3.94,5,True,Medium,20,307,Self-employed,1
2918,19,F,Divorced,70.02,1347.56,Business,4,Conventional,Full-time,False,True,Unpaid,2.15,8,True,Low,29,844,Employed,1
2919,20,M,Divorced,98.15,913.43,Business,1,Conventional,Full-time,True,True,Unpaid,3.8,4,True,Low,6,779,Employed,1
2920,29,M,Divorced,78.03,1083.13,Engineering,4,Block,Full-time,False,False,Unpaid,2.83,4,True,Medium,37,935,Employed,1
2921,29,F,Single,65.19,1056.94,Business,1,Block,Part-time,True,False,Unpaid,3.68,2,True,High,11,607,Self-employed,1
2922,20,F,Married,64.39,1549.62,Engineering,2,Conventional,Part-time,True,False,Unpaid,3.85,8,True,High,58,122,Self-employed,0
2923,18,M,Divorced,85.9,1142.39,Business,3,Conventional,Part-time,True,False,Unpaid,1.31,1,True,Medium,91,646,Self-employed,0
2924,20,F,Married,77.51,1352.37,Arts,2,Block,Full-time,False,True,Unpaid,1.61,9,False,Low,13,938,Self-employed,0
2925,23,F,Divorced,63.78,1281.97,Business,1,Conventional,Full-time,True,True,Paid,1.8,2,True,Medium,70,955,Self-employed,1
2926,25,M,Married,89.61,912.82,Sciences,2,Conventional,Full-time,False,False,Paid,2.61,3,False,Low,16,614,Self-employed,1
2927,29,M,Divorced,91.97,1551.63,Arts,1,Conventional,Part-time,True,False,Paid,1.72,0,True,High,22,628,Employed,0
2928,27,F,Divorced,89.02,1076.7,Sciences,2,Conventional,Full-time,True,True,Paid,3.8,1,False,Medium,76,270,Unemployed,0
2929,23,M,Divorced,68.09,835.81,Arts,1,Conventional,Full-time,True,True,Paid,1.54,4,False,Medium,19,942,Unemployed,1
2930,22,F,Divorced,87.59,1040.35,Business,3,Conventional,Full-time,False,True,Paid,1.51,5,True,Low,4,463,Self-employed,0
2931,21,F,Divorced,60.43,1068.51,Business,3,Conventional,Full-time,True,False,Unpaid,1.45,5,True,Low,5,634,Employed,1
2932,20,F,Divorced,72.2,874.2,Business,3,Conventional,Full-time,True,True,Unpaid,2.31,2,True,High,12,658,Unemployed,1
2933,21,F,Divorced,75.95,1295.98,Engineering,1,Block,Full-time,False,True,Paid,1.14,3,True,High,2,226,Unemployed,0
2934,24,M,Divorced,93.41,1077.41,Business,4,Block,Part-time,False,False,Paid,3.04,8,False,Medium,52,510,Self-employed,0
2935,18,F,Divorced,75.62,1303.31,Sciences,2,Conventional,Part-time,True,True,Paid,1.75,0,False,Medium,30,199,Employed,1
2936,24,M,Married,60.45,805.39,Engineering,2,Conventional,Part-time,True,False,Paid,3.8,8,True,Low,2,579,Unemployed,0
2937,18,F,Married,74.09,1585.64,Business,2,Conventional,Full-time,True,False,Paid,1.54,7,False,High,7,554,Self-employed,0
2938,19,F,Single,79.96,936.41,Engineering,2,Conventional,Part-time,True,True,Unpaid,1.24,3,True,High,70,259,Self-employed,0
2939,21,M,Divorced,97.96,1327.46,Engineering,3,Conventional,Full-time,True,False,Paid,2.21,3,True,Medium,49,635,Employed,0
2940,18,F,Married,97.64,1372.63,Arts,4,Conventional,Full-time,False,True,Paid,1.74,4,False,High,70,11,Unemployed,1
2941,28,M,Married,67.23,937.29,Engineering,2,Block,Part-time,True,False,Unpaid,3.61,9,False,Low,74,598,Self-employed,1
2942,29,M,Married,67.41,889.37,Engineering,4,Block,Full-time,False,True,Paid,2.56,1,False,Low,87,395,Unemployed,0
2943,28,F,Married,66.54,922.06,Arts,1,Block,Full-time,True,True,Paid,2.43,6,True,Low,58,956,Employed,0
2944,28,F,Married,91.56,997.45,Business,1,Conventional,Full-time,False,True,Paid,3.33,1,True,High,20,333,Employed,0
2945,26,F,Married,60.24,934.59,Sciences,2,Conventional,Part-time,True,True,Unpaid,2.96,6,False,Low,19,782,Employed,1
2946,29,F,Single,65.09,1339.2,Engineering,5,Conventional,Full-time,False,True,Paid,1.03,4,False,Medium,92,308,Employed,1
2947,23,M,Married,81.52,1136.67,Sciences,3,Block,Full-time,False,False,Paid,3.06,6,False,High,73,819,Employed,1
2948,18,F,Single,69.9,1230.23,Engineering,2,Block,Part-time,False,True,Unpaid,3.14,0,False,High,48,838,Employed,0
2949,18,F,Single,63.69,837.87,Sciences,3,Block,Full-time,False,False,Unpaid,1.52,8,False,Low,79,782,Employed,1
2950,23,F,Divorced,74.4,1489.0,Arts,2,Conventional,Part-time,False,False,Paid,3.13,3,False,High,73,337,Unemployed,0
2951,21,F,Divorced,70.97,936.46,Engineering,3,Block,Full-time,False,False,Unpaid,3.98,9,False,Medium,37,171,Self-employed,0
2952,21,F,Divorced,80.44,1088.12,Engineering,5,Block,Part-time,True,True,Unpaid,1.88,7,True,Medium,32,206,Employed,1
2953,28,M,Married,99.17,857.52,Business,5,Block,Part-time,True,True,Unpaid,1.12,5,True,High,68,577,Self-employed,0
2954,23,F,Divorced,64.97,909.43,Business,1,Block,Part-time,True,False,Unpaid,3.55,3,False,High,58,760,Self-employed,0
2955,29,M,Married,74.91,1332.64,Engineering,2,Conventional,Full-time,False,True,Unpaid,1.61,9,True,High,11,400,Self-employed,1
2956,28,F,Married,97.28,1354.07,Arts,5,Conventional,Full-time,True,True,Paid,3.34,7,True,High,7,200,Self-employed,1
2957,24,F,Divorced,95.07,1341.57,Sciences,5,Conventional,Full-time,True,True,Paid,2.22,8,True,High,69,745,Employed,0
2958,26,F,Divorced,75.77,1241.71,Business,2,Block,Full-time,True,False,Paid,3.71,4,False,Medium,86,787,Self-employed,0
2959,27,M,Single,87.96,1562.02,Business,2,Block,Part-time,True,False,Unpaid,3.83,9,True,Medium,47,581,Self-employed,1
2960,22,F,Single,63.51,1205.74,Business,1,Block,Part-time,False,True,Paid,2.19,7,False,Medium,66,742,Employed,0
2961,26,M,Married,88.5,1159.53,Business,5,Conventional,Part-time,True,True,Paid,3.94,3,False,High,37,723,Employed,1
2962,21,M,Married,98.91,998.04,Arts,3,Conventional,Full-time,True,False,Paid,1.08,9,False,Medium,92,11,Unemployed,1
2963,27,F,Divorced,81.5,879.08,Engineering,2,Conventional,Full-time,False,True,Paid,2.71,3,False,Medium,33,616,Self-employed,0
2964,19,M,Divorced,79.94,1238.52,Sciences,2,Conventional,Part-time,True,False,Unpaid,3.22,8,True,High,3,111,Unemployed,1
2965,20,F,Single,67.49,1051.91,Business,2,Block,Part-time,False,True,Paid,2.28,6,True,Low,6,243,Employed,0
2966,28,F,Divorced,85.35,1219.22,Arts,2,Block,Part-time,True,False,Paid,2.98,4,True,Medium,84,585,Unemployed,1
2967,18,M,Married,83.62,964.9,Arts,5,Conventional,Part-time,False,False,Paid,1.92,6,False,High,73,821,Unemployed,0
2968,23,F,Divorced,86.08,1470.54,Business,3,Block,Part-time,True,True,Paid,1.23,0,True,High,95,45,Unemployed,0
2969,23,F,Single,61.04,1599.76,Sciences,1,Conventional,Part-time,True,False,Paid,3.5,1,True,Medium,88,638,Self-employed,1
2970,18,M,Married,81.95,1057.92,Business,4,Conventional,Part-time,True,False,Unpaid,1.89,3,True,Low,76,746,Unemployed,0
2971,28,M,Single,83.8,1473.86,Arts,5,Conventional,Part-time,True,False,Unpaid,1.59,9,True,Medium,84,295,Self-employed,0
2972,20,M,Single,68.3,1498.39,Sciences,5,Conventional,Full-time,False,True,Paid,1.6,1,True,High,82,491,Unemployed,0
2973,22,M,Married,68.33,1596.86,Arts,4,Conventional,Part-time,True,True,Unpaid,3.47,5,False,High,58,907,Employed,0
2974,20,M,Single,71.05,1074.18,Engineering,4,Conventional,Part-time,True,True,Paid,1.2,1,True,High,7,395,Self-employed,1
2975,27,M,Divorced,88.47,1404.83,Arts,2,Block,Full-time,True,False,Paid,2.49,7,True,High,60,876,Unemployed,1
2976,20,F,Divorced,84.25,983.05,Business,3,Conventional,Full-time,False,True,Unpaid,1.58,6,False,High,49,439,Unemployed,0
2977,27,M,Single,93.83,1299.84,Sciences,5,Block,Full-time,False,False,Paid,2.96,4,True,High,83,331,Self-employed,1
2978,20,M,Divorced,71.83,1363.87,Business,5,Conventional,Full-time,False,True,Paid,3.4,9,False,High,7,574,Employed,0
2979,22,F,Single,96.48,1392.9,Engineering,1,Conventional,Full-time,True,True,Paid,2.68,0,False,Medium,15,645,Self-employed,0
2980,22,F,Divorced,89.75,965.74,Sciences,4,Conventional,Part-time,False,False,Unpaid,2.84,7,True,Low,47,863,Unemployed,1
2981,21,M,Single,75.8,1478.98,Sciences,4,Conventional,Part-time,False,True,Paid,2.87,3,False,Low,61,280,Unemployed,0
2982,18,M,Divorced,63.81,1136.78,Sciences,5,Block,Full-time,True,False,Paid,2.72,3,False,Low,55,319,Employed,1
2983,22,F,Married,70.28,973.1,Arts,4,Conventional,Full-time,False,True,Paid,1.66,3,True,High,27,353,Employed,0
2984,27,M,Married,98.27,1234.02,Business,2,Block,Part-time,False,False,Paid,2.96,0,True,Low,73,246,Employed,1
2985,22,M,Divorced,72.41,1490.69,Sciences,1,Conventional,Full-time,False,True,Paid,3.32,9,True,High,20,603,Self-employed,0
2986,21,F,Single,73.2,1573.67,Sciences,5,Conventional,Part-time,False,True,Paid,3.47,9,False,Medium,43,579,Unemployed,1
2987,23,M,Divorced,67.58,1398.57,Sciences,1,Block,Full-time,True,False,Paid,1.24,1,False,Medium,78,843,Self-employed,1
2988,27,F,Single,92.27,804.5,Engineering,2,Block,Part-time,False,True,Paid,2.19,6,True,High,69,562,Employed,1
2989,21,M,Divorced,71.03,907.76,Sciences,1,Block,Full-time,False,False,Paid,2.11,0,False,Low,40,162,Unemployed,1
2990,24,F,Divorced,73.21,861.02,Arts,4,Block,Full-time,False,True,Unpaid,3.77,4,False,High,34,62,Self-employed,0
2991,24,F,Married,76.57,880.97,Arts,5,Conventional,Full-time,False,True,Paid,2.98,8,True,High,55,180,Self-employed,0
2992,19,F,Single,77.35,1106.43,Sciences,1,Block,Full-time,True,True,Paid,2.42,7,False,High,84,137,Self-employed,1
2993,20,M,Single,76.45,1070.79,Arts,3,Block,Full-time,True,False,Unpaid,3.88,7,False,Medium,16,592,Self-employed,0
2994,18,F,Single,80.15,890.95,Arts,5,Block,Part-time,True,False,Unpaid,1.48,4,True,Low,25,843,Unemployed,0
2995,25,M,Single,92.58,1505.79,Sciences,1,Conventional,Full-time,True,True,Paid,2.08,3,True,Medium,62,497,Self-employed,0
2996,26,F,Single,92.77,1292.34,Arts,5,Block,Full-time,True,False,Unpaid,2.89,9,True,Low,73,963,Unemployed,0
2997,21,F,Married,91.93,1437.17,Engineering,1,Conventional,Part-time,False,False,Paid,2.53,1,True,Medium,33,897,Unemployed,0
2998,23,F,Divorced,64.04,1097.24,Sciences,1,Block,Full-time,False,False,Unpaid,2.77,0,False,High,70,769,Self-employed,0
2999,26,M,Single,91.99,1128.19,Business,4,Conventional,Full-time,False,True,Unpaid,3.28,1,False,Low,31,74,Unemployed,1
3000,23,M,Single,64.81,1054.1,Arts,1,Block,Part-time,True,True,Paid,3.09,6,False,Medium,3,303,Self-employed,1
3001,29,F,Divorced,64.99,1150.74,Sciences,3,Block,Part-time,True,True,Paid,2.97,5,True,Medium,9,343,Employed,0
3002,29,M,Married,97.91,1288.3,Business,4,Conventional,Full-time,True,True,Unpaid,3.15,6,False,Low,78,200,Self-employed,1
3003,29,M,Married,92.78,1194.39,Engineering,3,Conventional,Full-time,False,True,Paid,3.34,9,True,Medium,55,394,Unemployed,0
3004,26,M,Married,82.1,1470.33,Engineering,3,Conventional,Full-time,True,False,Paid,1.63,2,True,High,34,992,Unemployed,1
3005,21,F,Divorced,95.0,1520.11,Sciences,2,Conventional,Full-time,True,True,Unpaid,3.06,4,True,Medium,32,723,Employed,1
3006,25,M,Divorced,99.57,1175.75,Sciences,3,Block,Part-time,False,True,Paid,2.99,2,True,High,24,753,Self-employed,0
3007,26,F,Married,84.43,991.8,Engineering,1,Block,Part-time,True,True,Unpaid,3.12,8,True,Low,46,193,Employed,1
3008,21,F,Married,84.52,1556.15,Engineering,5,Block,Part-time,False,True,Paid,1.73,7,True,Low,10,477,Self-employed,1
3009,22,F,Divorced,90.18,1388.03,Engineering,4,Block,Full-time,True,True,Paid,1.84,6,True,High,33,535,Employed,0
3010,25,M,Married,69.29,1312.1,Business,4,Block,Part-time,True,True,Paid,3.31,5,False,Low,35,377,Self-employed,1
3011,29,F,Single,66.68,1396.33,Business,4,Block,Full-time,False,True,Paid,2.13,3,True,Low,16,293,Employed,0
3012,27,M,Divorced,90.38,860.79,Sciences,5,Block,Part-time,False,False,Unpaid,3.77,3,True,Medium,11,577,Self-employed,1
3013,23,M,Married,73.8,854.1,Business,3,Conventional,Full-time,False,False,Paid,1.34,1,False,Medium,79,652,Employed,1
3014,29,F,Single,65.4,922.5,Arts,2,Conventional,Part-time,True,False,Paid,1.52,5,True,High,96,187,Employed,0
3015,24,F,Divorced,72.6,917.96,Engineering,1,Block,Part-time,False,False,Unpaid,1.56,5,True,Low,25,226,Unemployed,1
3016,20,F,Divorced,74.35,1136.54,Sciences,4,Block,Part-time,True,False,Unpaid,1.86,9,False,Medium,73,132,Unemployed,1
3017,24,M,Single,98.61,925.92,Business,1,Conventional,Part-time,False,False,Paid,3.7,1,False,High,12,365,Unemployed,0
3018,29,M,Divorced,87.92,1483.62,Sciences,3,Block,Part-time,True,True,Paid,2.13,6,False,Low,81,905,Employed,1
3019,25,F,Married,81.23,1262.48,Business,2,Conventional,Full-time,False,False,Paid,2.38,9,False,Medium,84,567,Self-employed,0
3020,27,F,Divorced,98.75,1094.61,Sciences,4,Block,Part-time,False,True,Paid,2.27,3,False,High,86,979,Employed,1
3021,23,M,Married,96.13,855.7,Engineering,3,Conventional,Part-time,True,False,Paid,3.42,5,True,Low,86,478,Self-employed,0
3022,27,M,Single,80.48,1272.82,Engineering,2,Conventional,Part-time,False,True,Paid,2.13,5,False,High,35,521,Employed,0
3023,26,F,Single,96.23,893.23,Engineering,4,Conventional,Full-time,False,False,Paid,3.5,6,True,Low,68,431,Employed,0
3024,23,M,Divorced,76.17,1394.58,Business,3,Conventional,Full-time,True,False,Unpaid,2.45,2,True,High,44,879,Unemployed,1
3025,29,M,Single,69.22,1442.21,Sciences,1,Conventional,Full-time,True,True,Unpaid,1.73,4,False,Medium,78,899,Self-employed,0
3026,26,M,Single,69.31,1235.18,Sciences,5,Conventional,Part-time,True,False,Unpaid,2.29,4,True,High,87,290,Employed,1
3027,21,M,Divorced,86.49,919.68,Sciences,4,Conventional,Part-time,True,False,Unpaid,2.19,3,True,Low,11,432,Unemployed,0
3028,25,M,Married,80.04,1429.49,Arts,2,Conventional,Part-time,False,True,Unpaid,1.72,9,True,Low,82,575,Self-employed,1
3029,28,M,Divorced,86.36,1046.26,Business,2,Block,Part-time,False,False,Paid,1.37,9,True,High,96,426,Self-employed,1
3030,21,F,Divorced,87.44,978.12,Engineering,5,Conventional,Full-time,True,True,Unpaid,3.52,9,True,Medium,88,699,Self-employed,0
3031,19,M,Married,60.89,1176.45,Engineering,5,Conventional,Full-time,True,True,Unpaid,2.55,6,True,Low,37,966,Self-employed,0
3032,27,F,Married,62.16,1538.12,Sciences,3,Block,Part-time,True,False,Unpaid,1.73,4,True,High,76,296,Employed,1
3033,28,F,Married,81.31,1037.9,Sciences,5,Block,Part-time,False,False,Paid,2.28,2,True,High,87,680,Unemployed,1
3034,26,M,Divorced,67.64,1524.46,Arts,4,Block,Part-time,False,False,Paid,2.82,3,True,High,66,825,Employed,1
3035,22,F,Married,85.3,842.92,Business,5,Block,Part-time,True,False,Paid,3.16,1,False,Medium,75,687,Unemployed,1
3036,21,F,Single,82.09,866.82,Sciences,4,Block,Part-time,False,True,Unpaid,2.86,2,False,High,65,533,Employed,0
3037,19,F,Married,83.43,1358.85,Sciences,1,Block,Part-time,True,False,Paid,1.7,4,False,High,19,406,Employed,0
3038,18,M,Single,72.1,952.47,Business,5,Conventional,Part-time,False,False,Paid,1.33,0,True,Medium,39,543,Unemployed,0
3039,28,F,Married,85.59,1053.3,Sciences,1,Block,Full-time,False,False,Paid,1.22,3,False,High,33,380,Unemployed,1
3040,24,M,Single,93.18,909.1,Engineering,2,Block,Part-time,False,False,Paid,1.32,4,False,Low,21,750,Self-employed,0
3041,23,F,Single,99.92,1065.8,Business,5,Block,Part-time,True,False,Paid,2.04,4,False,High,14,549,Unemployed,1
3042,19,F,Single,93.54,1024.37,Engineering,2,Block,Part-time,True,True,Paid,2.06,7,False,High,96,624,Unemployed,0
3043,25,F,Single,82.3,1389.07,Arts,1,Block,Full-time,True,True,Paid,3.93,2,True,Low,65,290,Self-employed,1
3044,28,F,Single,67.74,1361.62,Sciences,2,Conventional,Full-time,False,False,Paid,1.07,8,False,High,34,824,Employed,0
3045,21,M,Married,87.26,1563.94,Sciences,1,Block,Part-time,False,True,Paid,2.9,3,True,High,97,154,Employed,0
3046,25,F,Divorced,97.51,1379.54,Business,3,Conventional,Part-time,True,False,Unpaid,2.53,9,True,Low,90,601,Self-employed,0
3047,24,F,Divorced,68.47,1355.85,Arts,1,Conventional,Full-time,True,True,Unpaid,1.44,4,True,High,30,860,Unemployed,0
3048,22,M,Divorced,70.24,1355.36,Business,3,Conventional,Full-time,True,False,Paid,3.85,1,True,Low,76,784,Self-employed,0
3049,27,M,Divorced,65.96,1506.37,Arts,2,Conventional,Full-time,False,False,Paid,3.43,1,False,High,52,715,Employed,1
3050,27,M,Divorced,89.47,1036.99,Business,1,Block,Full-time,False,True,Unpaid,1.66,8,False,Low,93,856,Self-employed,1
3051,29,F,Single,76.26,1040.07,Business,3,Conventional,Full-time,False,True,Unpaid,1.88,8,False,Low,89,888,Unemployed,0
3052,25,M,Married,62.51,1392.97,Sciences,1,Block,Full-time,False,True,Paid,1.6,1,False,High,87,394,Self-employed,0
3053,26,M,Single,95.0,982.96,Sciences,4,Conventional,Part-time,True,True,Paid,1.93,0,True,Medium,56,950,Self-employed,0
3054,22,M,Married,82.31,1529.62,Arts,4,Block,Full-time,False,False,Unpaid,1.68,0,False,Low,64,239,Self-employed,0
3055,27,M,Married,73.24,1227.83,Engineering,2,Block,Part-time,True,True,Unpaid,1.77,8,False,Low,37,175,Employed,0
3056,22,M,Married,73.76,1040.1,Engineering,4,Block,Part-time,False,True,Unpaid,2.55,4,False,Low,37,473,Self-employed,1
3057,19,M,Married,71.61,1420.88,Business,5,Conventional,Part-time,True,False,Paid,2.01,2,False,High,85,318,Unemployed,0
3058,22,F,Divorced,78.22,1049.86,Sciences,3,Block,Full-time,True,True,Unpaid,2.47,0,False,High,9,333,Employed,0
