StudentID,Age,Gender,MaritalStatus,HighSchoolGPA,EntranceScore,StudyProgram,YearOfStudy,Modeofstudy,PartTimeFullTime,Scholarship,FinancialAid,TuitionStatus,UniversityGPA,CourseFailures,AcademicProbation,LibraryUses,DistanceFromHome,EmploymentStatus,Churn
176,22,Other,Single,98.59605433232814,864.1700699295873,Arts,1,Distance,Part-time,True,True,Unpaid,0.055537992273125614,4,False,1,269.060349858765,Employed,True
177,23,M,Married,81.3780030628617,876.0027898882806,Engineering,3,Distance,Part-time,True,True,Paid,3.8942998020695225,0,False,13,156.2471509899726,Employed,True
178,18,M,Married,98.99540525330582,824.1743930075036,Science,4,Distance,Full-time,True,False,Paid,3.0260167204449644,4,True,17,331.0993935426922,Student,True
179,18,F,Divorced,92.53352677191255,828.4906170790302,Engineering,2,Block,Part-time,False,True,Paid,1.1831346405643486,4,True,39,117.3679236751683,Student,False
180,23,Other,Divorced,98.61927800555611,862.9916078050627,Business,3,Distance,Full-time,False,True,Exempt,2.251530254536975,8,True,37,247.35392982802006,Unemployed,True
181,24,Other,Divorced,82.51558858142911,894.7602542476347,Business,2,Block,Full-time,False,True,Exempt,1.31197869255015,9,False,23,213.4688938530348,Employed,False
182,23,M,Married,86.56885499879985,844.1205112476028,Science,3,Distance,Part-time,False,True,Paid,0.6981025745353775,0,False,35,265.3979000314297,Unemployed,False
183,22,Other,Divorced,99.95867530152393,881.5827106045023,Business,4,Block,Part-time,False,False,Paid,0.04175516218141384,1,False,47,128.2963265381037,Student,False
184,19,M,Single,88.05327960246241,820.6645069746551,Arts,4,Block,Full-time,True,True,Exempt,0.8044600289075374,6,False,49,481.22800200166483,Unemployed,True
185,18,Other,Single,94.76333308852382,889.729615407835,Business,4,Distance,Part-time,False,False,Exempt,3.235957177049623,8,False,43,388.09360558984406,Unemployed,True
186,22,F,Single,87.55512329524306,841.8690395884427,Science,1,Block,Full-time,True,True,Unpaid,1.396593011455601,1,False,3,118.1404276354599,Student,True
187,23,M,Single,83.9273495474867,885.1561736539828,Science,4,Distance,Part-time,False,True,Unpaid,2.839540983824711,3,False,33,459.43267924944394,Unemployed,False
188,19,M,Single,98.13977757108745,841.0501094340301,Science,1,Block,Full-time,False,True,Unpaid,0.8034224339954577,5,True,34,402.6551772809008,Unemployed,False
189,19,Other,Married,81.05984555998444,821.3262935220085,Science,1,Block,Part-time,False,False,Paid,0.2892979752035174,9,False,33,103.0696585255787,Student,True
190,19,F,Single,84.95398722191942,809.1780587135866,Arts,2,Block,Full-time,False,False,Paid,3.39595704956816,3,True,35,343.28128885534494,Unemployed,True
191,24,M,Married,94.57724377394675,850.2177414217655,Arts,4,Block,Full-time,True,False,Unpaid,3.8190968285626283,0,False,47,120.29031860630718,Unemployed,False
192,20,F,Single,98.16333902870193,801.2980696475964,Arts,3,Distance,Part-time,True,False,Paid,2.8419399719505356,3,False,37,359.0899699249421,Unemployed,True
193,23,F,Single,82.81183740939156,831.7816589482708,Business,2,Block,Full-time,True,False,Exempt,2.409301619399494,7,False,34,184.73588565275966,Employed,False
194,19,Other,Single,90.4667086873979,866.9483915799137,Business,2,Block,Full-time,False,True,Unpaid,3.5494252797683656,1,False,15,465.0979289255216,Student,False
195,22,Other,Married,91.44829789594651,893.1856761819398,Arts,1,Distance,Part-time,False,False,Paid,0.12254000339434246,2,False,3,252.10466377337377,Student,False
196,23,M,Single,86.01312164355869,857.0136884824544,Business,1,Block,Full-time,False,False,Paid,2.4457730640491824,6,False,37,111.37977469219257,Unemployed,True
197,20,Other,Single,91.80866535593582,806.1843383607581,Arts,4,Block,Part-time,False,False,Exempt,0.3520637459189899,8,False,6,177.86704065877845,Student,True
198,23,M,Single,80.50211664868053,887.6053846823952,Engineering,4,Block,Full-time,True,True,Unpaid,2.965708841200073,4,False,38,327.4070126043953,Unemployed,False
199,22,M,Single,87.5075643070914,838.1303315153848,Business,1,Distance,Full-time,True,False,Exempt,3.7193403051325884,2,False,21,364.5539201703275,Unemployed,False
200,23,F,Single,95.03998042097037,839.7703124229067,Business,2,Distance,Part-time,False,False,Exempt,1.2579881649807385,9,True,5,470.9883441649693,Unemployed,True
201,24,M,Single,89.33448800736284,896.0584037342434,Business,3,Block,Part-time,True,True,Paid,3.6227960187388106,0,False,26,399.2842020907957,Employed,True
202,24,F,Divorced,93.49472853062395,820.512808537938,Science,2,Distance,Full-time,False,False,Paid,2.9895842253001774,9,False,2,157.2245263866938,Unemployed,True
203,21,M,Divorced,95.23209916930801,851.827600110734,Science,2,Block,Part-time,False,True,Paid,0.933513425664815,0,True,35,305.03320117650566,Student,True
204,22,M,Single,82.39016062393813,873.2679740092167,Arts,1,Distance,Part-time,False,True,Unpaid,3.254789390438782,1,False,2,426.6714164191651,Student,True
205,24,Other,Divorced,88.3270235964845,822.6821080524247,Science,1,Block,Full-time,False,False,Paid,1.394034624056001,2,False,14,104.18216141820963,Student,False
206,22,F,Single,81.27197039518403,865.7195412508917,Arts,1,Block,Part-time,False,True,Exempt,3.0853411675991254,9,False,20,99.69799381835325,Student,False
207,22,M,Divorced,89.1641961664521,869.4474668124623,Science,3,Block,Part-time,True,False,Exempt,2.0020644158045933,9,True,17,372.2819441528997,Student,True
208,22,F,Single,88.84761372506308,866.6849597562957,Business,4,Block,Part-time,True,False,Paid,3.3187351383483854,3,True,25,257.4780559804633,Unemployed,True
209,20,Other,Married,85.45940573923,873.6725321407454,Engineering,3,Distance,Part-time,False,False,Paid,3.2339964000046058,1,True,34,197.0331247334885,Employed,False
210,23,Other,Single,99.48760466310875,843.250200469571,Science,4,Block,Full-time,False,True,Paid,2.6179755340011703,0,False,4,137.26484694830566,Unemployed,False
211,19,M,Divorced,91.83264686887362,854.5350631600525,Science,2,Distance,Part-time,False,False,Unpaid,0.9736600831962456,1,False,22,51.83093275265532,Student,True
212,21,M,Married,88.11336735716009,843.9392718402637,Business,3,Block,Full-time,False,True,Paid,0.04731816069588346,2,False,6,225.38266817514307,Employed,False
213,22,F,Married,94.8087954248722,860.6512800391641,Science,4,Block,Part-time,True,False,Unpaid,0.8981312054712718,8,False,37,194.19357412255044,Employed,True
214,19,Other,Single,82.37465226852447,888.192352694328,Science,4,Block,Part-time,False,True,Paid,2.610288087562593,2,False,16,476.9752515200946,Employed,True
215,19,Other,Single,92.09906831351475,873.8457244161432,Business,4,Block,Full-time,False,False,Exempt,0.7009195775119559,6,False,47,272.80993059930404,Student,True
216,18,F,Divorced,86.63311410764369,887.6113525664952,Arts,3,Block,Part-time,False,False,Exempt,1.5193228317113676,3,False,46,290.29290679929426,Employed,True
217,21,Other,Single,82.41213621729247,865.5780845826769,Arts,3,Distance,Part-time,True,True,Unpaid,3.976857854582836,4,True,16,352.038255778395,Employed,True
218,18,Other,Married,90.6212465700608,863.7590814839641,Business,3,Distance,Part-time,False,True,Paid,2.0989338516086455,0,True,42,211.80563266228958,Student,True
219,18,M,Married,91.77268832522596,867.2310712805313,Engineering,1,Distance,Full-time,False,False,Paid,3.6033095441429497,8,True,43,291.8923594322083,Employed,True
220,21,Other,Married,91.40665336034391,885.1557210797723,Engineering,2,Distance,Part-time,False,False,Paid,0.9196066412230319,9,False,40,278.014656365739,Student,True
221,24,F,Married,80.00862352612481,867.1784272981388,Engineering,3,Distance,Part-time,False,False,Paid,0.5380108453411969,3,False,23,259.5669297865392,Employed,True
222,23,M,Married,80.14874197546852,827.4344495683828,Arts,2,Distance,Part-time,False,False,Exempt,3.267689704548623,9,False,30,346.2813014993473,Employed,True
223,22,F,Single,99.24860374545098,803.7471417759518,Arts,2,Block,Part-time,False,True,Paid,1.7936613471073426,9,False,2,139.28591211267056,Unemployed,False
224,23,M,Single,96.79945151203296,887.8922365491077,Business,3,Distance,Part-time,False,False,Unpaid,3.630692854653331,8,False,0,357.13042413164635,Employed,True
225,22,M,Married,83.0756216411406,896.5586739816168,Business,2,Block,Full-time,True,True,Exempt,0.296932767900723,4,False,41,237.25555663083918,Unemployed,False
226,21,F,Married,85.91439896904897,886.6174503989423,Engineering,1,Distance,Part-time,False,False,Unpaid,2.104650624999446,9,False,0,109.50758018932689,Unemployed,True
227,21,M,Divorced,96.46769708347081,836.8478341128803,Science,1,Distance,Full-time,True,True,Exempt,3.731041030919451,7,False,22,143.8145663991086,Student,False
228,21,M,Divorced,90.45925559435157,876.7557907939067,Business,1,Distance,Full-time,True,True,Unpaid,3.166651329081154,5,False,31,388.0554892542981,Unemployed,False
229,21,M,Divorced,97.58812056744654,810.5871810497864,Arts,4,Block,Full-time,False,True,Unpaid,2.3093831636553714,1,False,1,311.05307091712416,Employed,True
230,21,Other,Single,89.38674602954477,899.2195146974294,Engineering,1,Block,Full-time,True,False,Exempt,2.0249464020927546,0,False,23,124.89504864950656,Unemployed,False
231,24,F,Single,98.29162478149465,859.135087040929,Arts,3,Block,Full-time,False,False,Exempt,3.1797753885331863,0,True,13,46.21733697757685,Student,True
232,24,Other,Married,89.83709396311862,846.5520299376587,Science,3,Distance,Part-time,True,False,Paid,3.198968078911202,0,False,18,352.91495266778406,Employed,False
233,18,F,Married,91.14532408045207,804.5915389461693,Science,2,Block,Part-time,True,False,Unpaid,3.470617859680503,1,True,21,10.53722620806069,Employed,False
234,21,Other,Married,99.05421758433619,868.8872419705042,Engineering,3,Distance,Part-time,True,False,Paid,0.5849127218740424,3,False,37,322.53757811528897,Student,True
235,23,M,Single,96.70791747629545,807.3299065286697,Engineering,4,Block,Full-time,True,False,Unpaid,1.9288235875813937,8,False,49,210.3904571513215,Unemployed,True
236,20,F,Married,91.91041171818335,813.0320786817623,Engineering,2,Distance,Part-time,True,False,Paid,2.863865063247646,6,False,3,243.06023247384263,Student,True
237,21,M,Married,96.42928770803323,887.8463400990303,Arts,4,Distance,Part-time,True,True,Exempt,1.1988451624572205,8,True,14,260.31298834691273,Unemployed,True
238,23,M,Single,88.25363104418884,891.0311826609645,Engineering,3,Distance,Part-time,False,False,Unpaid,2.823977587452203,0,False,38,227.34851723157252,Employed,False
239,19,Other,Married,84.87340415548076,832.2796544344608,Science,2,Distance,Part-time,True,False,Unpaid,2.2206434424053914,0,True,8,97.13074193863197,Employed,False
240,21,F,Married,96.31154877094153,873.7327154155892,Business,1,Block,Full-time,False,True,Unpaid,3.2638343101211285,3,True,32,365.332139662289,Unemployed,True
241,19,M,Divorced,93.14284424401549,877.26900378446,Arts,2,Distance,Part-time,True,True,Exempt,3.679621909501454,9,True,21,258.91761525057524,Employed,True
242,19,F,Single,98.28547437853194,841.0267108913207,Science,1,Block,Full-time,True,True,Unpaid,3.6376035472025268,0,False,15,325.5005338467739,Employed,False
243,20,Other,Single,91.1694902193838,832.3031982249051,Business,2,Block,Part-time,False,True,Paid,2.9951059793823007,6,False,33,129.86769402992104,Unemployed,False
244,23,M,Married,83.80055058004791,828.4577655633866,Business,4,Distance,Full-time,False,False,Unpaid,2.2453277709504773,4,False,9,456.2379927045161,Student,True
245,18,M,Married,97.08541691088769,884.0498235152623,Arts,2,Block,Part-time,False,True,Paid,2.73712843674369,2,True,19,303.52549552705057,Unemployed,False
246,20,F,Single,89.90004544127925,823.867663610491,Business,1,Distance,Part-time,True,False,Unpaid,2.8696540324112854,2,False,47,291.2336597018399,Employed,False
247,22,F,Divorced,80.47833311148726,898.3113338548184,Engineering,1,Block,Full-time,True,False,Paid,1.6830202273224852,9,False,34,466.18309686775086,Student,False
248,21,M,Single,99.62896170031622,888.8551549092513,Engineering,3,Distance,Full-time,True,True,Paid,1.7304465121171129,4,False,9,36.716481522451936,Employed,False
249,22,F,Married,83.1482135736444,852.3814687752327,Business,3,Distance,Full-time,True,False,Paid,3.3947074487921642,0,True,47,372.86540848088913,Employed,True
250,23,Other,Married,92.64365808007729,851.6785292178176,Arts,1,Distance,Full-time,False,False,Paid,1.4012615758809677,0,True,36,395.0297520642596,Employed,True
251,21,F,Married,88.19221723812493,822.879427586657,Engineering,3,Block,Full-time,False,False,Unpaid,3.5441582303766226,2,False,15,177.27833041757356,Student,False
252,19,F,Married,94.98695603812719,896.0950239414288,Arts,3,Block,Full-time,False,True,Paid,0.009879045397566344,8,False,18,282.1108960368628,Student,False
253,21,F,Single,91.84120612594207,856.1196713909072,Business,3,Distance,Part-time,True,True,Paid,3.5445874754478375,0,False,24,362.07327021067556,Unemployed,True
254,20,F,Single,99.10850927340996,845.8620632681358,Business,1,Block,Full-time,False,False,Paid,1.2646340463604728,6,True,10,159.74316959254097,Unemployed,True
255,20,Other,Single,87.17408551727233,832.990249013581,Business,3,Block,Part-time,True,False,Unpaid,3.4722907888509713,0,False,16,253.80860724104141,Employed,False
256,21,Other,Married,91.79908161055964,866.6358501664512,Arts,2,Block,Full-time,True,True,Paid,1.1050190702278133,0,True,42,362.70053138054544,Student,True
257,18,F,Divorced,85.61051774881498,882.7096436882005,Science,1,Block,Part-time,True,False,Unpaid,0.44024095366594773,4,False,13,478.76073000110426,Unemployed,True
258,21,Other,Married,91.82260388296878,854.7100245708651,Business,2,Distance,Full-time,True,True,Paid,2.1066568295411043,9,True,10,406.61597147242077,Employed,False
259,18,Other,Single,97.18543469247564,888.8894483618026,Engineering,4,Block,Part-time,True,False,Paid,2.069077236602338,1,True,6,44.46200913054044,Student,True
260,20,M,Divorced,82.00049384954107,890.9697197564326,Science,1,Block,Full-time,False,True,Exempt,2.1282770622791864,9,False,16,357.8787946372454,Unemployed,False
261,20,F,Divorced,95.53202978610832,839.0259787530201,Arts,4,Block,Part-time,False,True,Paid,2.1600427960820614,1,False,43,304.1416392517754,Student,True
262,19,F,Single,93.22316093382972,868.2629631785092,Business,3,Distance,Full-time,True,True,Unpaid,0.6776113505434269,0,False,42,333.2990442908961,Employed,True
263,18,M,Single,80.08874653227318,890.8009791688197,Business,2,Distance,Full-time,False,True,Exempt,2.828489603761292,3,False,25,14.731167990410299,Student,False
264,24,F,Married,91.67784211593805,809.3856172209291,Business,4,Distance,Full-time,True,True,Exempt,0.16969915634479715,7,False,42,411.125476514813,Unemployed,False
265,24,M,Single,97.77644669272809,861.916572563844,Business,4,Block,Full-time,True,False,Unpaid,1.5636066956447054,4,True,7,428.3421552287353,Student,True
266,20,F,Married,91.42995811830852,865.9253107514306,Business,1,Block,Full-time,True,False,Unpaid,2.7658594835670076,0,True,47,139.77379155897825,Unemployed,True
267,19,Other,Married,87.36739818306637,809.9516127069593,Science,2,Block,Full-time,False,True,Paid,3.524662920030667,8,False,46,298.13498745600674,Unemployed,False
268,19,F,Married,89.95891220461678,883.0560434367083,Business,4,Distance,Full-time,False,False,Paid,2.85974630418509,4,False,42,437.9407712850945,Employed,True
269,19,M,Single,91.67785282415987,855.9695119318435,Science,2,Block,Part-time,True,True,Paid,3.543775572583707,6,True,27,397.7618830799821,Unemployed,False
270,19,Other,Single,95.88835512981737,859.628167000508,Business,4,Block,Part-time,False,False,Paid,3.416771542759747,4,True,9,401.1929332302845,Employed,True
271,19,F,Married,84.75254854381794,834.0075310942858,Arts,1,Distance,Full-time,False,True,Exempt,3.040220673729001,8,False,18,147.68780161313938,Student,False
272,18,Other,Single,84.46426416489786,890.8855686167592,Engineering,3,Block,Full-time,False,True,Unpaid,3.824014319811297,9,False,6,158.36396132042972,Student,False
273,21,F,Divorced,84.54903505301073,822.9066744452823,Business,4,Block,Full-time,True,True,Paid,2.8996143187299284,2,True,35,29.22130955432989,Unemployed,True
274,23,M,Married,83.73439814554223,807.0188400998221,Business,1,Distance,Full-time,False,True,Unpaid,3.5845556394502194,0,False,7,173.8545380174555,Unemployed,False
275,23,Other,Married,93.92247587131114,801.0138659477836,Science,1,Block,Full-time,False,True,Exempt,0.596393532514091,0,False,2,341.31149402746183,Unemployed,False
276,21,Other,Married,91.42310216637534,871.686963838042,Science,4,Block,Part-time,False,True,Exempt,1.9485825093417608,6,False,48,465.7709273013398,Employed,True
277,20,Other,Married,99.98199514800977,873.8332944867744,Science,3,Block,Full-time,False,True,Unpaid,3.9849410968981096,3,True,27,218.0890670140706,Student,True
278,18,M,Single,88.35978846260726,830.3177660745091,Arts,2,Block,Part-time,False,True,Exempt,2.04423858603338,0,False,10,328.71561990039504,Unemployed,True
279,20,M,Married,82.56732566591549,885.6543725421961,Arts,1,Block,Part-time,True,False,Paid,2.955010829308519,2,True,8,118.84076569256496,Employed,False
280,21,M,Single,93.07897546326545,898.3841622232505,Business,3,Block,Full-time,False,True,Paid,1.5662156167347399,2,False,12,391.7991942010421,Student,False
281,21,F,Divorced,88.86862235625989,856.0631683870449,Science,2,Distance,Full-time,True,True,Exempt,2.6157959410052185,8,False,29,399.62672140848025,Employed,True
282,20,M,Married,83.65497203523657,897.9146040809761,Business,3,Distance,Part-time,False,False,Exempt,2.8673803569888032,2,True,32,81.2203625582813,Student,False
283,19,Other,Divorced,80.73535052323541,820.9079504304674,Business,3,Distance,Part-time,False,True,Paid,3.1344286770436542,0,True,14,278.70685301899334,Unemployed,False
284,24,M,Divorced,84.04778687223357,866.8991265682041,Business,2,Block,Full-time,True,True,Paid,0.8417746781772313,2,False,22,383.24221238992146,Unemployed,False
285,21,F,Divorced,82.61326127543958,881.6706812098245,Arts,2,Block,Part-time,False,False,Exempt,0.5656740512208676,3,False,24,35.11360446842321,Employed,True
286,21,M,Married,90.32411888997258,811.3630409040627,Arts,1,Distance,Full-time,True,False,Paid,1.4796572342765608,1,False,26,459.0607891329573,Student,True
287,19,F,Single,87.15275930889312,895.2721777644367,Engineering,2,Distance,Full-time,True,True,Unpaid,0.6131171280594709,1,False,1,25.438482100918314,Unemployed,True
288,21,F,Married,81.15910255415214,800.6562312257967,Arts,2,Distance,Full-time,False,False,Exempt,2.638101402806975,5,False,37,292.30989331104223,Student,True
289,23,M,Single,93.6613541456194,842.4600642762035,Science,2,Block,Part-time,True,False,Exempt,0.4227452675740224,2,True,8,273.50834409715,Unemployed,True
290,21,M,Married,81.61381209930045,889.7907274638405,Arts,4,Distance,Part-time,True,True,Exempt,1.608343778090278,8,True,49,104.50854141166992,Student,False
291,22,Other,Married,97.63602774250651,896.2399561475233,Arts,4,Distance,Full-time,False,True,Exempt,1.0487902405601783,7,False,38,70.10803557715035,Employed,False
292,20,M,Divorced,84.2588314936126,806.0986853760326,Arts,3,Block,Part-time,True,True,Unpaid,3.603496665886366,7,False,39,366.3176910981589,Student,True
293,22,M,Married,90.40660337385538,855.9756128271857,Arts,1,Distance,Full-time,True,True,Unpaid,3.0513781458457148,9,False,30,459.13564441879237,Employed,True
294,23,M,Single,84.29605593872532,843.4245853535328,Business,2,Block,Part-time,True,True,Paid,3.5752346173369127,7,False,16,350.7042508704902,Employed,True
295,18,F,Divorced,92.60277142942911,859.8970070759406,Engineering,1,Block,Part-time,False,True,Exempt,1.5527835320247192,3,False,33,145.84971747438507,Employed,True
296,18,M,Divorced,83.04201595910975,844.2830719795793,Science,2,Distance,Full-time,True,True,Unpaid,0.2374137628115478,2,True,23,257.6976743136441,Employed,False
297,20,Other,Divorced,98.14198667792297,802.084940029701,Science,2,Block,Part-time,False,True,Exempt,2.3329463468285576,1,False,0,208.52952911125917,Unemployed,True
298,20,M,Divorced,82.74060569847862,828.7954179283022,Science,1,Distance,Full-time,False,True,Exempt,2.3762906205507752,9,True,25,185.82782382318686,Unemployed,True
299,24,Other,Single,90.6278114608794,854.4708078290004,Engineering,3,Block,Full-time,True,False,Paid,2.9986725524418447,5,False,38,374.1961698415068,Unemployed,False
300,21,F,Single,94.19227062814699,893.8528962563452,Science,1,Distance,Part-time,False,False,Unpaid,3.916952160491757,1,False,42,166.57109823835404,Employed,True
301,20,M,Divorced,87.08380591545105,885.11252286074,Business,2,Block,Part-time,True,False,Exempt,2.249065325580124,6,False,48,68.157016112737,Student,False
302,18,M,Married,90.17867664737763,841.2130395862952,Business,3,Distance,Part-time,True,False,Unpaid,2.216902297983288,3,False,13,349.88753826935425,Student,True
303,20,F,Married,82.49279308189786,882.5254893318146,Engineering,4,Block,Part-time,True,True,Unpaid,0.8963637983965222,5,False,39,368.4052604809161,Unemployed,True
304,23,M,Divorced,88.98679752042842,898.3614996128814,Business,1,Block,Full-time,False,False,Paid,0.005577342301391397,4,True,44,34.55178836696232,Employed,True
305,21,Other,Divorced,88.20689483528126,819.1106767429878,Engineering,4,Block,Part-time,True,False,Paid,1.132207172152961,3,True,3,449.87056065116303,Employed,True
306,19,Other,Married,87.02904261693975,800.4322533419701,Business,1,Block,Part-time,False,True,Unpaid,1.4378823359230855,3,False,9,56.22663967459174,Student,True
307,19,Other,Divorced,96.7113653752915,863.694986937392,Arts,3,Block,Full-time,True,False,Unpaid,0.9462291986624769,4,True,10,176.69343709755447,Employed,True
308,21,M,Married,83.729136954316,892.8739321488832,Engineering,1,Block,Part-time,False,False,Unpaid,2.5388810790044127,5,True,47,249.26074968344298,Unemployed,True
309,19,F,Divorced,84.43690876552505,889.0186328599079,Science,4,Block,Full-time,True,False,Unpaid,2.8133316146569913,9,True,31,345.3743080456792,Unemployed,True
310,21,Other,Divorced,94.68213815029162,882.5864991817954,Business,1,Distance,Full-time,True,True,Paid,0.9378856311577408,2,True,6,19.479613999762336,Employed,False
311,21,Other,Married,84.38760125238524,891.5767621866813,Science,4,Block,Full-time,False,True,Paid,0.28292668036436686,7,False,24,104.27352063787337,Unemployed,False
312,22,Other,Divorced,83.6522406604621,843.1366531388369,Science,3,Distance,Full-time,True,True,Unpaid,3.9883325543353743,8,False,9,255.42530325905028,Employed,False
313,21,F,Married,95.40454374001733,875.1249694056254,Science,2,Distance,Full-time,False,True,Exempt,3.808166713752573,9,False,15,137.7095939201688,Unemployed,False
314,20,F,Divorced,87.59390707744356,879.1149972652804,Science,4,Block,Part-time,True,True,Paid,2.1329886536431584,3,False,19,208.35159556309978,Unemployed,True
315,18,Other,Single,81.54196775924017,894.7482462970875,Science,4,Distance,Part-time,False,True,Exempt,2.5761613169888347,4,False,8,213.6511691762547,Employed,False
316,21,M,Divorced,81.11048199489301,831.2595391107609,Science,3,Block,Full-time,False,False,Exempt,3.2934704251982674,9,True,27,237.9146567923872,Employed,True
317,23,F,Single,96.83439145793238,894.0247264243014,Engineering,3,Distance,Full-time,False,False,Unpaid,3.2695166352586646,0,False,13,335.03255868313727,Employed,True
318,20,F,Married,82.58677949560534,898.7811375976538,Science,1,Distance,Part-time,True,False,Unpaid,3.648978330936445,5,False,7,374.7315269908401,Unemployed,True
319,18,Other,Single,93.18466253915666,883.4271017366603,Science,2,Distance,Full-time,False,False,Unpaid,0.11206578909492126,6,True,28,318.40257254110827,Student,True
320,18,M,Divorced,93.51608828530911,851.0037945890019,Science,2,Block,Full-time,True,True,Exempt,0.8487767828583688,5,False,26,450.727871743413,Unemployed,False
321,21,M,Married,93.65324751627944,802.4723748793742,Business,2,Distance,Part-time,True,False,Unpaid,1.117198181076731,0,True,39,414.9234624814773,Employed,True
322,24,M,Divorced,84.68466554902486,814.0320810686835,Arts,4,Distance,Part-time,False,True,Exempt,2.217360829541943,7,False,33,68.6788024868783,Unemployed,True
323,18,F,Divorced,83.93332028346491,867.7910540159684,Engineering,2,Block,Full-time,True,False,Unpaid,2.0928997793489867,5,False,2,17.750136025279804,Employed,False
324,21,Other,Divorced,82.87194672726513,869.1298351358037,Business,1,Distance,Part-time,False,True,Unpaid,3.8041097134559045,5,True,40,398.1310267014342,Student,True
325,20,M,Married,89.36795441394662,821.7750571812181,Business,4,Distance,Full-time,True,True,Paid,1.8268787846824992,2,False,38,212.32374715409992,Student,False
326,19,Other,Married,99.67987836303658,826.8748829562115,Business,2,Block,Full-time,False,False,Unpaid,2.841156530116184,6,False,23,264.9593975707618,Unemployed,True
327,19,M,Divorced,91.66479822676968,836.1795651228181,Engineering,1,Distance,Part-time,True,False,Paid,1.2116159902539247,3,True,43,391.5463103017811,Student,True
328,19,F,Married,84.59375897467301,819.7584992240184,Engineering,3,Block,Full-time,False,False,Unpaid,2.912727204886806,6,True,21,473.87594737534783,Student,True
329,19,F,Divorced,82.90128453942141,871.3104527447575,Engineering,2,Distance,Full-time,True,True,Exempt,2.2890575030493725,4,False,6,286.60609477019085,Employed,True
330,22,F,Single,90.9354940877858,859.2891160143873,Science,2,Block,Part-time,True,True,Exempt,0.13349018761676934,4,False,47,347.258261813595,Student,True
331,18,Other,Divorced,89.34847815625837,826.4946365418706,Business,2,Distance,Part-time,True,True,Exempt,3.195063518013654,7,False,14,165.43493440902955,Student,False
332,20,M,Single,84.26020965250554,860.0706201914052,Business,2,Block,Part-time,True,True,Exempt,0.26226077199385545,5,True,36,197.78508665678868,Employed,True
333,23,Other,Single,92.82510719923829,890.0524155455972,Business,4,Block,Full-time,True,False,Exempt,3.706041882905413,8,True,48,75.92620138520734,Employed,True
334,23,F,Married,89.22497110119754,858.4847512304383,Business,4,Block,Part-time,False,False,Exempt,0.26926529324498416,7,True,30,328.6853323948201,Student,True
335,19,F,Single,96.42477904467307,820.7573435912557,Business,3,Distance,Full-time,True,True,Paid,0.25308187487459577,9,True,6,314.07982825526517,Unemployed,False
336,21,M,Married,92.80271957176178,894.4504156036819,Engineering,4,Block,Full-time,False,True,Unpaid,0.49939446002264676,1,True,26,291.2862753941726,Employed,True
337,24,Other,Single,96.71165348176923,889.2436700092769,Business,3,Distance,Part-time,False,False,Unpaid,2.2449102867059665,7,False,5,172.86264445096066,Student,True
338,21,F,Married,82.5387999378224,886.5888830147961,Engineering,4,Block,Part-time,True,False,Unpaid,1.552874164729582,1,True,1,57.59154671558103,Employed,True
339,20,F,Married,83.52103842970565,888.6665916368869,Science,2,Block,Part-time,True,False,Paid,2.1525684924908792,6,False,6,19.628467945021598,Student,False
340,23,Other,Married,91.2402303683002,805.0782090515186,Arts,2,Block,Part-time,True,True,Exempt,2.965422914427102,6,True,0,397.95536876287906,Student,True
341,24,M,Divorced,95.98529134184324,814.8069578639801,Arts,1,Block,Full-time,True,True,Paid,2.7182094176208973,4,True,43,203.01844992768252,Student,True
342,22,Other,Married,81.97793231840052,861.0905363019677,Engineering,2,Block,Part-time,False,True,Paid,3.428216085776018,2,True,6,446.44330802323435,Unemployed,True
343,18,M,Single,87.19683319663837,817.4059136192925,Arts,1,Block,Full-time,False,False,Paid,1.5405481090067665,4,False,18,483.96086522244633,Employed,True
344,22,Other,Single,89.90563919620406,886.8717226357057,Science,4,Distance,Part-time,True,True,Exempt,2.35891122058335,1,False,43,20.07042976086082,Student,True
345,23,Other,Divorced,82.0407578585928,837.9092176486275,Science,4,Block,Part-time,True,False,Exempt,3.5080459665464394,6,True,32,238.09828164936735,Unemployed,True
346,20,F,Divorced,95.54304762337551,876.7971542128366,Arts,4,Distance,Full-time,True,True,Exempt,0.2666545807167986,6,False,22,283.88026689314654,Employed,False
347,20,F,Single,82.4667011880946,835.0781089883177,Science,4,Distance,Full-time,False,False,Exempt,2.265618139162637,9,True,14,367.04837972097874,Employed,True
348,21,Other,Divorced,89.71669970529977,899.9303318131815,Science,4,Block,Part-time,False,True,Unpaid,2.6415533557516437,6,False,21,93.57366492011049,Student,False
349,23,F,Divorced,89.66196816283858,806.9629705919259,Arts,4,Block,Part-time,False,False,Unpaid,3.313078771107493,0,False,44,440.3873046951453,Employed,True
350,19,Other,Married,95.68231516517814,826.3849139102759,Engineering,3,Block,Part-time,False,True,Unpaid,2.952205838837697,6,False,15,457.99339591833655,Student,True
351,18,F,Divorced,80.34270479991993,838.6175812820322,Engineering,4,Distance,Full-time,True,False,Unpaid,3.897085668363865,7,True,18,485.6487091731152,Employed,False
352,21,F,Married,80.43203310762658,810.5854603440617,Engineering,3,Distance,Part-time,False,True,Paid,3.098878030575975,0,False,30,138.99200465477568,Student,False
353,23,Other,Single,96.76239011006584,889.9871091647346,Business,1,Distance,Full-time,True,False,Unpaid,3.1950969872011976,9,False,14,284.1226199168609,Student,False
